PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
FPQ-14042,SO-48500,DN-3737,Guyana,PMO - US,From RDC,N/A - From RDC,Air,30-Jun-14,3-Jun-14,18-Jul-14,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,574,998.76,1.74,0.03,"Aurobindo Unit III, India",No,See DN-3737 (ID#:84934),See DN-3737 (ID#:84934),1.03
FPQ-5987,SCMS-77910,ASN-8037,Zambia,PMO - US,Direct Drop,CIP,Air,15-Sep-10,15-Sep-10,15-Sep-10,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,22000,816200.0,37.1,0.31,ABBVIE Ludwigshafen Germany,Yes,4959,2173.4,1759.73
Pre-PQ Process,SO-1613,DN-599,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,10-Mar-08,10-Mar-08,10-Mar-08,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,2106,6402.24,3.04,0.05,"Ranbaxy, Paonta Shahib, India",Yes,113,919.2,10.24
Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,PMO - US,Direct Drop,DDP,Truck,10-Jul-08,8-Jul-08,8-Jul-08,ARV,Pediatric,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,10,354.6,35.46,0.12,ABBVIE (Abbott) Logis. UK,No,Weight Captured Separately,Freight Included in Commodity Cost,0.57
FPQ-14396,SO-49000,DN-3908,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,30-Sep-14,17-Sep-14,18-Sep-14,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,11553,43092.69,3.73,0.06,"Strides, Bangalore, India.",Yes,516,2042.9,44.3
FPQ-7799,SO-39940,DN-2259,Ghana,PMO - US,From RDC,N/A - From RDC,Air,4-Jul-11,15-Jul-11,15-Jul-11,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,29998,247783.48,8.26,0.14,"Aurobindo Unit III, India",Yes,3274,21881.71,408.84
FPQ-12473,SO-45870,DN-3267,Uganda,PMO - US,From RDC,N/A - From RDC,Air,29-Aug-13,13-Sep-13,13-Sep-13,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,7363,24518.79,3.33,0.11,"Strides, Bangalore, India.",No,See DN-3267 (ID#:83708),See DN-3267 (ID#:83708),30.33
FPQ-5630,SCMS-72870,ASN-7106,South Africa,PMO - US,Direct Drop,DDP,Truck,12-May-10,12-May-10,12-May-10,ARV,Pediatric,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,50,2037.29,40.75,0.14,ABBVIE (Abbott) Logis. UK,Yes,Weight Captured Separately,Freight Included in Commodity Cost,4.39
FPQ-4720,SCMS-62490,ASN-6190,Vietnam,PMO - US,Direct Drop,EXW,Air,15-Mar-10,15-Mar-10,15-Mar-10,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,19920,114340.8,5.74,0.1,"Cipla, Goa, India",Yes,1936,5314.56,246.52
FPQ-14636,SCMS-250230,ASN-29533,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,12-Feb-15,12-Feb-15,24-Feb-15,ARV,Adult,MICRO LABS LIMITED,Lamivudine,Generic,150mg,Tablet,60,3974,6835.28,1.72,0.03,"Micro labs, Verna, Goa, India",Yes,209,3743.84,7.03
Pre-PQ Process,SO-2351,DN-717,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,18-Apr-08,18-Apr-08,18-Apr-08,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60,15,412.95,27.53,0.46,Mylan (formerly Matrix) Nashik,No,See DN-717 (ID#:11858),See DN-717 (ID#:11858),0.66
FPQ-15294,SO-50052,DN-4309,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,31-Jul-15,23-Jul-15,23-Jul-15,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,5126,9841.92,1.92,0.03,"Cipla, Goa, India",No,See DN-4309 (ID#:82809),See DN-4309 (ID#:82809),11.58
FPQ-16241,SCMS-288900,ASN-32495,Haiti,PMO - US,Direct Drop,EXW,Ocean,10-Aug-15,10-Aug-15,11-Aug-15,ARV,Adult,HETERO LABS LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,109350,1038825.0,9.5,0.32,Hetero Unit III Hyderabad IN,Yes,Weight Captured Separately,Invoiced Separately,1222.7
FPQ-12051,SCMS-188580,ASN-21380,Vietnam,PMO - US,Direct Drop,FCA,Air,16-Sep-13,16-Sep-13,16-Sep-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,30,429,9978.54,23.26,0.78,ABBVIE Ludwigshafen Germany,Yes,43,421.24,12.34
FPQ-7898,SCMS-113650,ASN-12787,Vietnam,PMO - US,Direct Drop,EXW,Air,22-Nov-11,22-Nov-11,22-Nov-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Abacavir,Generic,300mg,Tablet,60,408,5911.92,14.49,0.24,Mylan (formerly Matrix) Nashik,Yes,42,4388.84,9.75
Pre-PQ Process,SO-924,DN-344,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,5-Oct-07,5-Oct-07,5-Oct-07,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,200,608.0,3.04,0.05,"Aurobindo Unit III, India",Yes,4241,25442,0.97
FPQ-5303,SCMS-68940,ASN-8246,South Africa,PMO - US,Direct Drop,DDP,Air,7-Sep-10,17-Nov-10,17-Nov-10,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,30,39049,182358.83,4.67,0.16,"Aurobindo Unit III, India",Yes,3669,4263.07,393.17
Pre-PQ Process,SO-28550,DN-1215,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,28-Jun-09,28-Jun-09,28-Jun-09,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,17618,126849.6,7.2,0.12,"Cipla, Goa, India",No,See DN-1215 (ID#:10764),See DN-1215 (ID#:10764),248.63
Pre-PQ Process,SO-1615,DN-698,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,23-Jun-08,23-Jun-08,23-Jun-08,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1728,16416.0,9.5,0.16,"Cipla, Goa, India",No,See DN-698 (ID#:10970),See DN-698 (ID#:10970),26.27
FPQ-8840,SO-41146,DN-2510,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,16-Mar-12,23-Mar-12,23-Mar-12,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,105,737.1,7.02,0.12,Hetero Unit III Hyderabad IN,No,See DN-2510 (ID#:82442),See DN-2510 (ID#:82442),1.03
FPQ-9271,SO-41580,DN-2761,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,31-Aug-12,22-Aug-12,22-Aug-12,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,25024,733453.44,29.31,0.24,Mylan (formerly Matrix) Nashik,Yes,30606,9601.38,1028.3
FPQ-4694,SO-35400,DN-1829,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,31-May-10,31-May-10,31-May-10,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,112100,655785.0,5.85,0.1,"Cipla, Goa, India",No,See DN-1829 (ID#:82320),See DN-1829 (ID#:82320),1413.87
FPQ-15294,SO-50052,DN-4309,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,31-Jul-15,23-Jul-15,23-Jul-15,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,9566,20853.88,2.18,0.04,Hetero Unit III Hyderabad IN,Yes,Weight Captured Separately,Invoiced Separately,24.55
FPQ-14942,SCMS-259079,ASN-33852,South Africa,PMO - US,Direct Drop,DDP,Truck,24-Aug-15,24-Aug-15,24-Aug-15,ARV,Adult,PHARMACY DIRECT,Zidovudine,Generic,300mg,Tablet,60,15,289.91,19.33,0.32,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.3
Pre-PQ Process,SO-17700,DN-992,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9-Jan-09,9-Jan-09,9-Jan-09,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,1511,10879.2,7.2,0.12,"Strides, Bangalore, India.",Yes,205,2202.02,21.32
FPQ-5201,SO-36311,DN-1982,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,23-Aug-10,23-Aug-10,23-Aug-10,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240,4340,8376.2,1.93,0.01,"Aurobindo Unit III, India",No,See DN-1982 (ID#:82910),See DN-1982 (ID#:82910),18.06
FPQ-14475,SCMS-245070,ASN-27206,Zimbabwe,PMO - US,Direct Drop,EXW,Air,20-Aug-14,20-Aug-14,20-Aug-14,ARV,Pediatric,STRIDES ARCOLAB LIMITED,Efavirenz,Generic,200mg,Tablet,90,14164,131725.2,9.3,0.1,"Strides, Bangalore, India.",Yes,884,8280.73,135.41
FPQ-14942,SCMS-259078,ASN-33470,South Africa,PMO - US,Direct Drop,DDP,Truck,24-Jul-15,24-Jul-15,24-Jul-15,ARV,Adult,PHARMACY DIRECT,Didanosine,Generic,250mg,Delayed-release capsules,30,6,71.03,11.84,0.39,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.07
Pre-PQ Process,SCMS-23500,ASN-2300,South Africa,PMO - US,Direct Drop,DDP,Truck,20-Aug-08,14-May-08,14-May-08,ARV,Adult,S. BUYS WHOLESALER,Ritonavir,Norvir,100mg,Capsule,84,4,38.88,9.72,0.12,ABBVIE (Abbott) Logis. UK,No,Weight Captured Separately,Freight Included in Commodity Cost,0.06
FPQ-4384,SO-35930,DN-1668,Haiti,PMO - US,From RDC,N/A - From RDC,Air,7-Apr-10,3-Mar-10,3-Mar-10,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,50mg,Capsule,30,688,1541.12,2.24,0.07,"Aurobindo Unit III, India",Yes,465,6036.96,3.32
FPQ-11253,SO-44210,DN-3371,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,31-Oct-13,22-Oct-13,19-Nov-13,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,14300,118118.0,8.26,0.14,"Cipla, Goa, India",No,See DN-3371 (ID#:83174),See DN-3371 (ID#:83174),146.11
FPQ-9432,SO-42333,DN-2688,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2-Aug-12,9-Jul-12,9-Jul-12,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,24470,726269.6,29.68,0.25,"Aurobindo Unit III, India",Yes,6808,21347.12,1018.23
Pre-PQ Process,SO-31440,DN-1408,Uganda,PMO - US,From RDC,N/A - From RDC,Ocean,15-Sep-09,15-Sep-09,15-Sep-09,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,8784,99698.4,11.35,0.19,Mylan (formerly Matrix) Nashik,Yes,1118,7338.54,195.41
Pre-PQ Process,SO-15080,DN-1034,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,21-Feb-09,21-Feb-09,21-Feb-09,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,7306,23379.2,3.2,0.05,Hetero Unit III Hyderabad IN,No,See DN-1034 (ID#:10732),See DN-1034 (ID#:10732),45.82
FPQ-10945,SO-43631,DN-3218,Uganda,PMO - US,From RDC,N/A - From RDC,Air,31-Jul-13,23-Jul-13,23-Jul-13,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,35930,377983.6,10.52,0.35,Hetero Unit III Hyderabad IN,Yes,4811,2486.5,467.57
FPQ-5523,SO-36780,DN-2021,Haiti,PMO - US,From RDC,N/A - From RDC,Air,20-Oct-10,21-Oct-10,21-Oct-10,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60,14448,20371.68,1.41,0.02,"Strides, Bangalore, India.",No,See DN-2021 (ID#:82353),See DN-2021 (ID#:82353),43.92
FPQ-13258,SCMS-216720,ASN-23721,Uganda,PMO - US,Direct Drop,EXW,Air,22-Feb-14,22-Feb-14,24-Mar-14,ARV,Adult,Aurobindo Pharma Limited,Nevirapine,Generic,200mg,Tablet,60,18216,40986.0,2.25,0.04,"Aurobindo Unit III, India",Yes,1863,6757.18,42.13
Pre-PQ Process,SCMS-34690,ASN-3853,Tanzania,PMO - US,Direct Drop,CIP,Air,15-Jun-09,15-Jun-09,15-Jun-09,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,2680,135072.0,50.4,1.68,"MSD, Haarlem, NL",No,See ASN-3853 (ID#:4824),See ASN-3853 (ID#:4824),264.74
FPQ-15259,SO-50102,DN-4313,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,31-Jul-15,6-Aug-15,7-Aug-15,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,6750,31185.0,4.62,0.15,"Hetero, Jadcherla, unit 5, IN",Yes,4426,14734.92,36.7
FPQ-3560,SCMS-49610,ASN-5004,South Africa,PMO - US,Direct Drop,DDP,Truck,11-Aug-09,12-Aug-09,12-Aug-09,ARV,Adult,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,2837,73030.7,25.74,0.86,"Aspen-OSD, Port Elizabeth, SA",Yes,Weight Captured Separately,Freight Included in Commodity Cost,143.14
FPQ-9906,SO-42340,DN-2812,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,14-Feb-13,14-Feb-13,14-Feb-13,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,458,1016.76,2.22,0.04,Hetero Unit III Hyderabad IN,No,See DN-2812 (ID#:83068),See DN-2812 (ID#:83068),1.43
FPQ-11141,SCMS-173410,ASN-19088,Uganda,PMO - US,Direct Drop,FCA,Air,30-Apr-13,30-Apr-13,30-Apr-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,2880,17107.2,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,335,3446.07,21.16
Pre-PQ Process,SCMS-25530,ASN-2068,Rwanda,PMO - US,Direct Drop,CIP,Air,22-Jul-08,22-Jul-08,22-Jul-08,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,45168,414642.24,9.18,0.15,"Aurobindo Unit III, India",Yes,3953,23071.26,663.43
FPQ-5702,SO-36851,DN-2053,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,26-Nov-10,3-Dec-10,3-Dec-10,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,59446,698490.5,11.75,0.39,Mylan (formerly Matrix) Nashik,No,See DN-2053 (ID#:85164),See DN-2053 (ID#:85164),1505.95
FPQ-5127,SO-36020,DN-2014,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,15-Oct-10,29-Oct-10,29-Oct-10,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,71449,801657.78,11.22,0.19,"Aurobindo Unit III, India",No,See DN-2014 (ID#:85708),See DN-2014 (ID#:85708),1728.37
FPQ-7427,SCMS-105530,ASN-11955,Vietnam,PMO - US,Direct Drop,EXW,Air,26-Sep-11,26-Sep-11,26-Sep-11,ARV,Adult,HETERO LABS LIMITED,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,10249,84041.8,8.2,0.14,Hetero Unit III Hyderabad IN,Yes,5495,23372.43,138.67
FPQ-10210,SO-42821,DN-2911,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,30-Nov-12,14-Nov-12,14-Nov-12,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,24732,190931.04,7.72,0.13,Hetero Unit III Hyderabad IN,Yes,2143,6323.1,267.69
FPQ-8360,SO-40580,DN-2359,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,30-Sep-11,6-Oct-11,6-Oct-11,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,5410,181776.0,33.6,0.28,"Aurobindo Unit III, India",No,See DN-2359 (ID#:84113),See DN-2359 (ID#:84113),299.93
FPQ-9969,SO-42420,DN-2916,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,16-Jan-13,16-Jan-13,16-Jan-13,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,13152,38798.4,2.95,0.05,Hetero Unit III Hyderabad IN,Yes,1045,6152,54.4
Pre-PQ Process,SCMS-47320,ASN-4224,South Africa,PMO - US,Direct Drop,DDP,Truck,15-May-09,15-May-09,15-May-09,ARV,Pediatric,S. BUYS WHOLESALER,Lamivudine,Epivir,10mg/ml,Oral solution,240,650,3614.0,5.56,0.02,GSK Mississauga (Canada),No,Weight Captured Separately,Freight Included in Commodity Cost,7.08
FPQ-11417,SCMS-174360,ASN-19383,Vietnam,PMO - US,Direct Drop,EXW,Air,28-May-13,28-May-13,28-May-13,ARV,Adult,MICRO LABS LIMITED,Lamivudine,Generic,150mg,Tablet,60,34900,63169.0,1.81,0.03,"Micro labs, Verna, Goa, India",Yes,1588,11413.52,78.14
FPQ-4187,SO-33471,DN-1534,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,1-Dec-09,2-Dec-09,2-Dec-09,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,50mg,Capsule,30,3444,7714.56,2.24,0.07,"Aurobindo Unit III, India",Yes,200,1211.48,15.12
FPQ-9640,SO-41850,DN-2697,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11-Sep-12,11-Sep-12,11-Sep-12,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,120,660.0,5.5,0.18,Mylan (formerly Matrix) Nashik,No,See DN-2697 (ID#:83045),See DN-2697 (ID#:83045),0.93
FPQ-4537,SO-35041,DN-1701,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,19-Apr-10,31-Mar-10,31-Mar-10,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,20,122.2,6.11,0.1,"Strides, Bangalore, India.",Yes,2,Freight Included in Commodity Cost,0.26
FPQ-12540,SCMS-198771,ASN-22833,Tanzania,PMO - US,Direct Drop,EXW,Air,27-Dec-13,27-Dec-13,27-Dec-13,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,53239,431235.9,8.1,0.13,"Cipla, Goa, India",Yes,7696,33442.63,533.44
FPQ-6262,SCMS-83770,ASN-9945,South Africa,PMO - US,Direct Drop,DDP,Ocean,7-Apr-11,26-Apr-11,26-Apr-11,ARV,Adult,Aurobindo Pharma Limited,Zidovudine,Generic,300mg,Tablet,60,17470,128055.1,7.33,0.12,"Aurobindo Unit III, India",Yes,7765,4835.17,276.09
FPQ-5094,SCMS-68370,ASN-7486,Vietnam,PMO - US,Direct Drop,EXW,Air,3-Aug-10,3-Aug-10,3-Aug-10,ARV,Adult,STRIDES ARCOLAB LIMITED,Lamivudine,Generic,150mg,Tablet,60,43262,101665.7,2.35,0.04,"Strides, Bangalore, India.",Yes,2035,8711.4,219.19
FPQ-5702,SO-36844,DN-2003,Zambia,PMO - US,From RDC,N/A - From RDC,Air,22-Sep-10,1-Sep-10,1-Sep-10,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,112227,959540.85,8.55,0.14,Hetero Unit III Hyderabad IN,No,See DN-2003 (ID#:85146),See DN-2003 (ID#:85146),2068.77
Pre-PQ Process,SO-1571,DN-620,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,14-Feb-08,14-Feb-08,14-Feb-08,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,8940,120690.0,13.5,0.22,"Cipla, Goa, India",No,See DN-620 (ID#:12168),See DN-620 (ID#:12168),193.1
FPQ-7560,SO-39450,DN-2442,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,14-Dec-11,9-Dec-11,9-Dec-11,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,18534,130108.68,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,1013,5216.63,214.68
FPQ-4694,SO-35351,DN-1948,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,30-Jul-10,22-Jul-10,22-Jul-10,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,560,4905.6,8.76,0.15,"Aurobindo Unit III, India",No,See DN-1948 (ID#:82906),See DN-1948 (ID#:82906),10.58
FPQ-12144,SO-45631,DN-3547,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,28-Feb-14,18-Jan-14,4-Mar-14,ARV,Pediatric,SCMS from RDC,Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,1915,7660.0,4.0,0.07,"Aurobindo Unit III, India",No,See DN-3547 (ID#:83763),See DN-3547 (ID#:83763),9.48
FPQ-3859,SCMS-48830,ASN-5409,Rwanda,PMO - US,Direct Drop,CIP,Air,19-Nov-09,19-Nov-09,19-Nov-09,ARV,Adult,Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,250,2.5,0.01,0.0,"Aurobindo Unit III, India",Yes,24,280.23,0.0
Pre-PQ Process,SO-30140,DN-1233,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,16-Jun-09,16-Jun-09,16-Jun-09,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,7044,83119.2,11.8,0.2,Mylan (formerly Matrix) Nashik,Yes,Weight Captured Separately,Invoiced Separately,162.91
FPQ-13927,SCMS-233190,ASN-25567,Tanzania,PMO - US,Direct Drop,EXW,Ocean,27-May-14,27-May-14,12-Jun-14,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,115000,414000.0,3.6,0.06,Mylan (formerly Matrix) Nashik,Yes,10504,28270.78,425.59
FPQ-13809,SCMS-234070,ASN-26109,Ghana,PMO - US,Direct Drop,EXW,Air,12-Jun-14,12-Jun-14,12-Jun-14,ARV,Adult,STRIDES ARCOLAB LIMITED,Efavirenz,Generic,600mg,Tablet,30,33144,105729.36,3.19,0.11,"Strides, Bangalore, India.",Yes,1874,9507.26,108.69
FPQ-10633,SO-43361,DN-3312,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,30-Sep-13,13-Sep-13,13-Sep-13,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,4900,23030.0,4.7,0.16,"Aurobindo Unit VII, IN",Yes,487,3738.53,32.29
Pre-PQ Process,SO-32560,DN-1395,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,7-Oct-09,7-Oct-09,7-Oct-09,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,8662,84194.64,9.72,0.32,Mylan (formerly Matrix) Nashik,No,See DN-1395 (ID#:11350),See DN-1395 (ID#:11350),165.02
FPQ-6426,SO-37590,DN-2051,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,20-Dec-10,23-Dec-10,23-Dec-10,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,2996,9587.2,3.2,0.05,"Cipla, Goa, India",Yes,6022,6500.45,20.67
FPQ-14811,SO-49950,DN-4085,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,30-Jan-15,9-Feb-15,20-Feb-15,ARV,Pediatric,SCMS from RDC,Abacavir/Lamivudine,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,1296,6596.64,5.09,0.08,"Cipla, Patalganga, India",No,See DN-4085 (ID#:82772),See DN-4085 (ID#:82772),6.78
Pre-PQ Process,SCMS-41588,ASN-4359,South Africa,PMO - US,Direct Drop,DDP,Air,25-Jun-09,17-Apr-09,17-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,Didanosine,Videx,100mg,Chewable/dispersible tablet,60,2160,23133.6,10.71,0.18,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,45.34
FPQ-5303,SCMS-68950,ASN-7102,South Africa,PMO - US,Direct Drop,DDP,Air,11-Jun-10,11-Jun-10,11-Jun-10,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60,52379,132518.87,2.53,0.04,"Aurobindo Unit III, India",Yes,2512,4116.82,285.71
Pre-PQ Process,SCMS-41100,ASN-4018,South Africa,PMO - US,Direct Drop,DDP,Air,17-Jun-09,3-Apr-09,3-Apr-09,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Generic,150mg,Tablet,60,100,520.0,5.2,0.09,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,1.02
FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,13-Jan-14,13-Jan-14,13-Jan-14,ARV,Adult,S. BUYS WHOLESALER,Nevirapine,Generic,200mg,Tablet,60,275,4974.52,18.09,0.3,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,5.11
FPQ-9749,SO-42360,DN-2778,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,15-Aug-12,15-Aug-12,15-Aug-12,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,10080,22377.6,2.22,0.04,Hetero Unit III Hyderabad IN,No,See DN-2778 (ID#:85287),See DN-2778 (ID#:85287),31.37
